Gender,Age group,Profession,Screen time,Social Media usage,Fav social media,Format preference Instagram,Format preference Youtube,Content preference,Reduced focus(Yes/No)?,Duration of focus,Difficulty focusing(Yes/No)?,Addiction (Yes/No)?,Happy/Guilty/Relaxed?,Attempt at reducing addiction (Yes/No),Effect on productivity(Yes/No)?,Year
Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,20-30,Student,4-6 hours,< 2 hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,> 30 mins,Yes,Yes,Neutral,"No, I dont want to",No,2025
Male,>50,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),Educational,Maybe,< 5mins,Yes,Yes,Neutral,Yes and i was successful,No,2025
Male,>50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,> 30 mins,Maybe,No,Neutral,"No, I dont want to",No,2025
Male,20-30,Employed,6-8 hours,6-8 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes,2025
Male,>50,Employed,6-8 hours,2-4 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,10-30mins,Maybe,Yes,"Relaxed, Guilty",Yes and i was unsuccessful,Sometimes,2025
Female,20-30,Employed,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,No,Yes,Entertained,Yes and i was successful,Sometimes,2025
Female,20-30,Student,2-4hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,"Relaxed, Entertained","No, I dont want to",Sometimes,2025
Male,40-50,Employed,8+ hours,2-4 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,30-40,"Employed, Freelancing",4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,> 30 mins,No,No,Entertained,Yes and i was successful,Sometimes,2025
Female,<20,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes,2025
Male,<20,Student,8+ hours,6-8 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes,2025
Female,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,Yes,10-30mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Sometimes,2025
Female,20-30,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,"Yes, No",No,Neutral,"No, I dont want to",No,2025
Male,30-40,Employed,"6-8 hours, 8+ hours",< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Yes,"Relaxed, Guilty, Entertained",Yes and i was successful,Sometimes,2025
Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,< 5mins,Yes,Sometimes,Neutral,"No, I dont want to","No, Sometimes",2025
Male,30-40,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was successful,Yes,2025
Male,30-40,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Sometimes,2025
Female,20-30,Employed,8+ hours,< 2 hours,Instagram,Instagram stories,"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",No,> 30 mins,No,No,"Relaxed, Neutral","No, I dont want to",No,2025
Male,20-30,Employed,2-4hours,2-4 hours,Youtube,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Yes,5-10 mins,Yes,No,Neutral,Yes and i was successful,Yes,2025
Female,20-30,Freelancing,4-6 hours,< 2 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,"5-10 mins, 10-30mins",Yes,Yes,Neutral,Yes and i was successful,Sometimes,2025
Female,20-30,Unemployed,8+ hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)",Educational,No,> 30 mins,No,"Yes, No","Relaxed, Entertained",Yes and i was successful,Yes,2025
Female,30-40,Employed,8+ hours,< 2 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),"Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Neutral,Yes and i was unsuccessful,Yes,2025
Male,20-30,Student,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,No,No,Neutral,"No, I dont want to",No,2025
Male,<20,Student,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",No,5-10 mins,Yes,Yes,Entertained,Yes and i was unsuccessful,Yes,2025
Male,20-30,Student,6-8 hours,4-6hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,No,No,Neutral,Yes and i was successful,Sometimes,2025
Male,>50,Employed,2-4hours,< 2 hours,Youtube,Instagram stories,Shorts,"Entertainment, Comedy",No,5-10 mins,No,Yes,Relaxed,"No, I dont want to",Yes,2025
Male,>50,Employed,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),"Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
"Female, Prefer not to say",20-30,Employed,6-8 hours,4-6hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Yes,2025
Male,20-30,"Employed, Freelancing",2-4hours,< 2 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,5-10 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes,2025
Female,20-30,Employed,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","No, Maybe",10-30mins,No,Yes,Neutral,"No, I dont want to","Yes, Sometimes",2025
Male,30-40,"Student, Employed","2-4hours, 8+ hours",2-4 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,> 30 mins,No,No,Entertained,Yes and i was successful,Sometimes,2025
Female,20-30,Employed,8+ hours,8+ hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness","No, Maybe",10-30mins,No,Yes,Neutral,"No, I dont want to","Yes, Sometimes",2025
Male,40-50,Employed,8+ hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,Maybe,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,20-30,Student,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",Yes,10-30mins,Yes,Yes,Guilty,Yes and i was successful,Yes,2025
Female,40-50,Employed,< 2hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Maybe,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Male,20-30,Employed,6-8 hours,4-6hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Yes,2025
Male,40-50,Employed,< 2hours,< 2 hours,Instagram,Longer videos (>30 seconds),Shorts,"Entertainment, Comedy",Yes,< 5mins,Yes,Yes,Relaxed,Yes and i was successful,Yes,2025
Male,40-50,Employed,< 2hours,< 2 hours,Facebook,Reels (under 20 seconds),Videos (< 10mins),Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No,2025
Male,20-30,Employed,4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),Educational,Yes,"10-30mins, > 30 mins",Yes,Yes,"Guilty, Entertained, Neutral","No, I dont want to",Sometimes,2025
Male,20-30,Employed,4-6 hours,< 2 hours,Youtube,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,< 5mins,Yes,No,Guilty,Yes and i was successful,No,2025
Female,20-30,Student,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Lifestyle, Fitness",Yes,5-10 mins,Yes,Yes,Guilty,Yes and i was unsuccessful,Sometimes,2025
Male,30-40,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Yes,10-30mins,Yes,Yes,Entertained,Yes and i was successful,Sometimes,2025
Male,20-30,Student,4-6 hours,< 2 hours,Youtube,"Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),Educational,No,> 30 mins,Maybe,No,"Guilty, Entertained",Yes and i was successful,No,2025
Male,20-30,Employed,8+ hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Yes,Yes,Neutral,Yes and i was successful,Sometimes,2025
Male,20-30,Employed,6-8 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories",Longer videos (podcasts etc),"Entertainment, Comedy",No,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No,2025
Male,40-50,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),Educational,No,> 30 mins,Yes,No,Neutral,"No, I dont want to",No,2025
Male,40-50,Employed,8+ hours,< 2 hours,Youtube,"Longer videos (>30 seconds), Reels (under 20 seconds)",Shorts,"Entertainment, Comedy",No,10-30mins,No,No,Entertained,"No, I dont want to",No,2025
Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Instagram stories,Shorts,Educational,Maybe,5-10 mins,Maybe,Sometimes,Relaxed,Yes and i was successful,Sometimes,2025
Female,20-30,"Employed, Freelancing",6-8 hours,4-6hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Lifestyle, Fitness",Yes,5-10 mins,Maybe,Sometimes,"Entertained, Neutral",Yes and i was unsuccessful,Yes,2025
Male,20-30,Student,"4-6 hours, 6-8 hours",< 2 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Maybe,5-10 mins,Yes,Sometimes,Entertained,Yes and i was successful,No,2025
Male,20-30,Freelancing,4-6 hours,2-4 hours,Instagram,Reels (under 20 seconds),Longer videos (podcasts etc),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was successful,Yes,2025
Male,40-50,Freelancing,8+ hours,4-6hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,No,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,No,2025
Male,>50,Employed,2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,5-10 mins,No,Yes,Entertained,Yes and i was successful,No,2025
Male,30-40,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,No,5-10 mins,No,No,Entertained,"No, I dont want to",No,2025
Female,20-30,Employed,< 2hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,"Yes, No",No,Neutral,"No, I dont want to",No,2025
Male,40-50,Employed,< 2hours,< 2 hours,Facebook,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No,2025
Male,30-40,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was successful,Yes,2025
Female,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,10-30mins,Maybe,Sometimes,Relaxed,Yes and i was successful,No,2025
Female,30-40,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes,2025
Male,30-40,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was successful,Yes,2025
Male,>50,Employed,8+ hours,8+ hours,Tiktok,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes,2025
Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,10-30mins,No,Yes,Entertained,Yes and i was unsuccessful,Yes,2025
Female,20-30,Employed,8+ hours,4-6hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Shorts, Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,< 5mins,No,Yes,Entertained,Yes and i was successful,Yes,2025
Male,20-30,"Employed, Freelancing",6-8 hours,2-4 hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",No,10-30mins,No,No,Entertained,"No, I dont want to",Sometimes,2025
Male,30-40,Employed,8+ hours,< 2 hours,Facebook,Instagram stories,Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,> 30 mins,No,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes,2025
Female,30-40,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes,2025
Female,40-50,Employed,8+ hours,< 2 hours,Facebook,Reels (under 20 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,10-30mins,No,No,Entertained,"No, I dont want to",Yes,2025
Male,30-40,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),Educational,No,5-10 mins,No,No,Entertained,"No, I dont want to",No,2025
Male,>50,Employed,< 2hours,< 2 hours,Youtube,Longer videos (>30 seconds),"Videos (< 10mins), Longer videos (podcasts etc)",Educational,Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Female,>50,Unemployed,4-6 hours,< 2 hours,Youtube,Instagram stories,Videos (< 10mins),"Entertainment, Comedy",No,10-30mins,Yes,Sometimes,Entertained,Yes and i was successful,No,2025
Male,20-30,Student,4-6 hours,2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)","Shorts, Videos (< 10mins)","Entertainment, Comedy",Maybe,5-10 mins,Yes,Sometimes,Guilty,Yes and i was successful,Sometimes,2025
Male,40-50,Employed,6-8 hours,< 2 hours,Facebook,Instagram stories,Shorts,Educational,Maybe,5-10 mins,Maybe,Sometimes,Relaxed,Yes and i was successful,Sometimes,2025
Female,20-30,Employed,2-4hours,2-4 hours,Instagram,Reels (under 20 seconds),"Videos (< 10mins), Longer videos (podcasts etc)","Entertainment, Comedy",Yes,10-30mins,No,Yes,Entertained,Yes and i was successful,Sometimes,2025
Female,40-50,Employed,2-4hours,< 2 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds)",Videos (< 10mins),"Latest trends, challenges etc",Maybe,5-10 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,20-30,Freelancing,4-6 hours,< 2 hours,Instagram,Longer videos (>30 seconds),Longer videos (podcasts etc),Educational,Yes,5-10 mins,Maybe,No,Entertained,Yes and i was successful,No,2025
Male,30-40,Employed,2-4hours,2-4 hours,Youtube,Longer videos (>30 seconds),"Shorts, Longer videos (podcasts etc)",Educational,Yes,10-30mins,No,Sometimes,"Relaxed, Entertained",Yes and i was unsuccessful,Yes,2025
Male,40-50,Employed,8+ hours,< 2 hours,Youtube,Reels (under 20 seconds),Longer videos (podcasts etc),Educational,Maybe,> 30 mins,Maybe,Sometimes,Neutral,"No, I dont want to",Sometimes,2025
Male,30-40,Employed,2-4hours,2-4 hours,Youtube,Longer videos (>30 seconds),"Shorts, Longer videos (podcasts etc)",Educational,Yes,10-30mins,No,Sometimes,"Relaxed, Entertained",Yes and i was unsuccessful,Yes,2025
Male,20-30,Employed,8+ hours,2-4 hours,Instagram,Reels (under 20 seconds),Shorts,"Entertainment, Comedy",Maybe,10-30mins,Yes,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,40-50,Employed,< 2hours,< 2 hours,Facebook,Reels (under 20 seconds),Videos (< 10mins),"Latest trends, challenges etc",No,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was successful,No,2025
Male,>50,Employed,2-4hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,10-30mins,No,Yes,Entertained,Yes and i was unsuccessful,Yes,2025
Male,40-50,Employed,8+ hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Yes,Yes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Female,20-30,Student,4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Male,30-40,Employed,8+ hours,< 2 hours,Facebook,Instagram stories,Longer videos (podcasts etc),"Latest trends, challenges etc",Yes,> 30 mins,No,Sometimes,Entertained,Yes and i was unsuccessful,Sometimes,2025
Male,>50,Employed,2-4hours,2-4 hours,Facebook,Longer videos (>30 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,5-10 mins,Yes,Yes,Relaxed,Yes and i was successful,Yes,2025
Male,20-30,Employed,"4-6 hours, 8+ hours",2-4 hours,Instagram,"Longer videos (>30 seconds), Reels (under 20 seconds), Instagram stories","Videos (< 10mins), Longer videos (podcasts etc)",Educational,Maybe,> 30 mins,No,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Male,20-30,Employed,2-4hours,< 2 hours,Instagram,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,> 30 mins,Yes,Sometimes,Neutral,Yes and i was successful,Sometimes,2025
Female,20-30,Employed,8+ hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories",Shorts,"Entertainment, Comedy",Maybe,> 30 mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Female,40-50,Employed,< 2hours,< 2 hours,Facebook,"Reels (under 20 seconds), Instagram stories",Videos (< 10mins),"Latest trends, challenges etc",Maybe,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Male,20-30,Employed,4-6 hours,< 2 hours,Youtube,Reels (under 20 seconds),"Shorts, Videos (< 10mins)","Entertainment, Comedy",Yes,< 5mins,Yes,No,Guilty,Yes and i was successful,No,2025
Male,20-30,Employed,8+ hours,< 2 hours,Youtube,Longer videos (>30 seconds),Longer videos (podcasts etc),"Latest trends, challenges etc",No,> 30 mins,No,No,Entertained,Yes and i was successful,No,2025
Male,20-30,"Employed, Freelancing",2-4hours,2-4 hours,Youtube,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Yes,> 30 mins,No,"Yes, Sometimes","Relaxed, Guilty",Yes and i was successful,No,2025
Male,30-40,Employed,4-6 hours,2-4 hours,Instagram,"Reels (under 20 seconds), Instagram stories","Shorts, Longer videos (podcasts etc)","Entertainment, Comedy",No,10-30mins,No,Sometimes,Entertained,Yes and i was successful,Yes,2025
Female,20-30,Student,4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Female,20-30,Student,4-6 hours,4-6hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Lifestyle, Fitness",Yes,10-30mins,Maybe,Sometimes,Neutral,Yes and i was unsuccessful,Sometimes,2025
Male,40-50,Employed,8+ hours,< 2 hours,Instagram,Reels (under 20 seconds),Videos (< 10mins),"Entertainment, Comedy",Maybe,10-30mins,Yes,Yes,Neutral,Yes and i was unsuccessful,Sometimes,2025
